"","Dataset","Subject","Activity","Measurement","Value"
"9095","train","15","WALKING","tBodyGyro-mean-Z",0.0842484921022222
"9096","train","15","WALKING","tBodyGyro-std-X",-0.329624620185185
"9097","train","15","WALKING","tBodyGyro-std-Y",-0.420865007777778
"9098","train","15","WALKING","tBodyGyro-std-Z",-0.48653265537037
"9099","train","15","WALKING","tBodyGyroJerk-mean-X",-0.0776692754648148
"9100","train","15","WALKING","tBodyGyroJerk-mean-Y",-0.0552536572125926
"9101","train","15","WALKING","tBodyGyroJerk-mean-Z",-0.0510976492333333
"9102","train","15","WALKING","tBodyGyroJerk-std-X",-0.283767987222222
"9103","train","15","WALKING","tBodyGyroJerk-std-Y",-0.702402935925926
"9104","train","15","WALKING","tBodyGyroJerk-std-Z",-0.591668608148148
"9105","train","15","WALKING","tBodyGyroJerkMag-mean",-0.543979500555556
"9106","train","15","WALKING","tBodyGyroJerkMag-std",-0.63778595537037
"9107","train","15","WALKING","tBodyGyroMag-mean",-0.243711124444444
"9108","train","15","WALKING","tBodyGyroMag-std",-0.425798469148148
"9109","train","15","WALKING","tGravityAcc-mean-X",0.951524391481481
"9110","train","15","WALKING","tGravityAcc-mean-Y",-0.233918282592593
"9111","train","15","WALKING","tGravityAcc-mean-Z",0.0757356734814815
"9112","train","15","WALKING","tGravityAcc-std-X",-0.978397287962963
"9113","train","15","WALKING","tGravityAcc-std-Y",-0.971056501481481
"9114","train","15","WALKING","tGravityAcc-std-Z",-0.95805876537037
"9115","train","15","WALKING","tGravityAccMag-mean",-0.186514650759259
"9116","train","15","WALKING","tGravityAccMag-std",-0.323878324074074
"9117","train","15","WALKING_DOWNSTAIRS","a(tBodyAccJerkMean),gravityMean)",0.0167093419811905
"9118","train","15","WALKING_DOWNSTAIRS","a(tBodyAccMean,gravity)",0.0334675068309524
"9119","train","15","WALKING_DOWNSTAIRS","a(tBodyGyroJerkMean,gravityMean)",-0.130835428642857
"9120","train","15","WALKING_DOWNSTAIRS","a(tBodyGyroMean,gravityMean)",0.306097728642857
"9121","train","15","WALKING_DOWNSTAIRS","a(X,gravityMean)",-0.829411894285714
"9122","train","15","WALKING_DOWNSTAIRS","a(Y,gravityMean)",0.200250656666667
"9123","train","15","WALKING_DOWNSTAIRS","a(Z,gravityMean)",-0.034021550472619
"9124","train","15","WALKING_DOWNSTAIRS","fBodyAcc-mean-X",0.235309825547619
"9125","train","15","WALKING_DOWNSTAIRS","fBodyAcc-mean-X.1",-0.445576739047619
"9126","train","15","WALKING_DOWNSTAIRS","fBodyAcc-mean-Y",0.167518099964286
"9127","train","15","WALKING_DOWNSTAIRS","fBodyAcc-mean-Y.1",0.0233642533238095
"9128","train","15","WALKING_DOWNSTAIRS","fBodyAcc-mean-Z",-0.259812204547619
"9129","train","15","WALKING_DOWNSTAIRS","fBodyAcc-mean-Z.1",0.18074894412381
"9130","train","15","WALKING_DOWNSTAIRS","fBodyAcc-std-X",0.466325681428571
"9131","train","15","WALKING_DOWNSTAIRS","fBodyAcc-std-Y",0.1199936036
"9132","train","15","WALKING_DOWNSTAIRS","fBodyAcc-std-Z",-0.357407559285714
"9133","train","15","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-X",0.0619687485333333
"9134","train","15","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-X.1",-0.377130942619048
"9135","train","15","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Y",-0.0269769415214286
"9136","train","15","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Y.1",-0.386323443795238
"9137","train","15","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Z",-0.345376541261905
"9138","train","15","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Z.1",-0.117402352561905
"9139","train","15","WALKING_DOWNSTAIRS","fBodyAccJerk-std-X",0.108062740547619
"9140","train","15","WALKING_DOWNSTAIRS","fBodyAccJerk-std-Y",-0.00722860241119048
"9141","train","15","WALKING_DOWNSTAIRS","fBodyAccJerk-std-Z",-0.461599141904762
"9142","train","15","WALKING_DOWNSTAIRS","fBodyAccJerkMag-mean",0.158413334683333
"9143","train","15","WALKING_DOWNSTAIRS","fBodyAccJerkMag-mean.1",-0.0799656144309524
"9144","train","15","WALKING_DOWNSTAIRS","fBodyAccJerkMag-std",0.1505077506
"9145","train","15","WALKING_DOWNSTAIRS","fBodyAccMag-mean",0.331150229285714
"9146","train","15","WALKING_DOWNSTAIRS","fBodyAccMag-mean.1",-0.0581788548595238
"9147","train","15","WALKING_DOWNSTAIRS","fBodyAccMag-std",0.153124178119048
"9148","train","15","WALKING_DOWNSTAIRS","fBodyGyro-mean-X",-0.22735956545
"9149","train","15","WALKING_DOWNSTAIRS","fBodyGyro-mean-X.1",-0.246346934452381
"9150","train","15","WALKING_DOWNSTAIRS","fBodyGyro-mean-Y",-0.402332301666667
"9151","train","15","WALKING_DOWNSTAIRS","fBodyGyro-mean-Y.1",-0.134716107404762
"9152","train","15","WALKING_DOWNSTAIRS","fBodyGyro-mean-Z",-0.18319480152381
"9153","train","15","WALKING_DOWNSTAIRS","fBodyGyro-mean-Z.1",-0.0645117088119048
"9154","train","15","WALKING_DOWNSTAIRS","fBodyGyro-std-X",-0.351630000285714
"9155","train","15","WALKING_DOWNSTAIRS","fBodyGyro-std-Y",-0.360972848571429
"9156","train","15","WALKING_DOWNSTAIRS","fBodyGyro-std-Z",-0.3436733
"9157","train","15","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-mean",-0.565396130714286
"9158","train","15","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-mean.1",0.0564155791166667
"9159","train","15","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-std",-0.593472444285714
"9160","train","15","WALKING_DOWNSTAIRS","fBodyGyroMag-mean",-0.373898631190476
"9161","train","15","WALKING_DOWNSTAIRS","fBodyGyroMag-mean.1",-0.110970740980952
"9162","train","15","WALKING_DOWNSTAIRS","fBodyGyroMag-std",-0.34938720602381
"9163","train","15","WALKING_DOWNSTAIRS","tBodyAcc-mean-X",0.280198851190476
"9164","train","15","WALKING_DOWNSTAIRS","tBodyAcc-mean-Y",-0.00563047804309524
"9165","train","15","WALKING_DOWNSTAIRS","tBodyAcc-mean-Z",-0.110526066428571
"9166","train","15","WALKING_DOWNSTAIRS","tBodyAcc-std-X",0.406471051190476
"9167","train","15","WALKING_DOWNSTAIRS","tBodyAcc-std-Y",0.186532377428571
"9168","train","15","WALKING_DOWNSTAIRS","tBodyAcc-std-Z",-0.281982181666667
"9169","train","15","WALKING_DOWNSTAIRS","tBodyAccJerk-mean-X",0.0711457160166667
"9170","train","15","WALKING_DOWNSTAIRS","tBodyAccJerk-mean-Y",0.01511589985
"9171","train","15","WALKING_DOWNSTAIRS","tBodyAccJerk-mean-Z",-0.0100212901547619
"9172","train","15","WALKING_DOWNSTAIRS","tBodyAccJerk-std-X",0.134593836190476
"9173","train","15","WALKING_DOWNSTAIRS","tBodyAccJerk-std-Y",0.0158059210738095
"9174","train","15","WALKING_DOWNSTAIRS","tBodyAccJerk-std-Z",-0.404005582309524
"9175","train","15","WALKING_DOWNSTAIRS","tBodyAccJerkMag-mean",-0.0372666071540476
"9176","train","15","WALKING_DOWNSTAIRS","tBodyAccJerkMag-std",0.159631710516667
"9177","train","15","WALKING_DOWNSTAIRS","tBodyAccMag-mean",0.320449387166667
"9178","train","15","WALKING_DOWNSTAIRS","tBodyAccMag-std",0.353204008095238
"9179","train","15","WALKING_DOWNSTAIRS","tBodyGyro-mean-X",-0.136618653071429
"9180","train","15","WALKING_DOWNSTAIRS","tBodyGyro-mean-Y",-0.0346755727619048
"9181","train","15","WALKING_DOWNSTAIRS","tBodyGyro-mean-Z",0.0711758197607143
"9182","train","15","WALKING_DOWNSTAIRS","tBodyGyro-std-X",-0.318692525928571
"9183","train","15","WALKING_DOWNSTAIRS","tBodyGyro-std-Y",-0.37320816
"9184","train","15","WALKING_DOWNSTAIRS","tBodyGyro-std-Z",-0.250648085714286
"9185","train","15","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean-X",-0.0482532079928571
"9186","train","15","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean-Y",-0.0495415503071429
"9187","train","15","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean-Z",-0.0339213064857143
"9188","train","15","WALKING_DOWNSTAIRS","tBodyGyroJerk-std-X",-0.455980756428571
"9189","train","15","WALKING_DOWNSTAIRS","tBodyGyroJerk-std-Y",-0.574964116428571
"9190","train","15","WALKING_DOWNSTAIRS","tBodyGyroJerk-std-Z",-0.394542240714286
"9191","train","15","WALKING_DOWNSTAIRS","tBodyGyroJerkMag-mean",-0.509466648095238
"9192","train","15","WALKING_DOWNSTAIRS","tBodyGyroJerkMag-std",-0.563640131190476
"9193","train","15","WALKING_DOWNSTAIRS","tBodyGyroMag-mean",-0.121686320740476
"9194","train","15","WALKING_DOWNSTAIRS","tBodyGyroMag-std",-0.284249712071429
"9195","train","15","WALKING_DOWNSTAIRS","tGravityAcc-mean-X",0.932302200476191
"9196","train","15","WALKING_DOWNSTAIRS","tGravityAcc-mean-Y",-0.167462317142857
"9197","train","15","WALKING_DOWNSTAIRS","tGravityAcc-mean-Z",0.0788822410992857
"9198","train","15","WALKING_DOWNSTAIRS","tGravityAcc-std-X",-0.942806478333333
"9199","train","15","WALKING_DOWNSTAIRS","tGravityAcc-std-Y",-0.925685893571429
"9200","train","15","WALKING_DOWNSTAIRS","tGravityAcc-std-Z",-0.93400831
"9201","train","15","WALKING_DOWNSTAIRS","tGravityAccMag-mean",0.320449387166667
"9202","train","15","WALKING_DOWNSTAIRS","tGravityAccMag-std",0.353204008095238
"9203","train","15","WALKING_UPSTAIRS","a(tBodyAccJerkMean),gravityMean)",-0.0221758428125
"9204","train","15","WALKING_UPSTAIRS","a(tBodyAccMean,gravity)",0.0443572382083333
"9205","train","15","WALKING_UPSTAIRS","a(tBodyGyroJerkMean,gravityMean)",0.167930232770833
"9206","train","15","WALKING_UPSTAIRS","a(tBodyGyroMean,gravityMean)",-0.3663517925
"9207","train","15","WALKING_UPSTAIRS","a(X,gravityMean)",-0.696282654166667
"9208","train","15","WALKING_UPSTAIRS","a(Y,gravityMean)",0.300676034583333
"9209","train","15","WALKING_UPSTAIRS","a(Z,gravityMean)",-0.0346700269020833
"9210","train","15","WALKING_UPSTAIRS","fBodyAcc-mean-X",-0.0746328434375
"9211","train","15","WALKING_UPSTAIRS","fBodyAcc-mean-X.1",-0.505013560208333
"9212","train","15","WALKING_UPSTAIRS","fBodyAcc-mean-Y",-0.1019354328
"9213","train","15","WALKING_UPSTAIRS","fBodyAcc-mean-Y.1",-0.149770907839583
"9214","train","15","WALKING_UPSTAIRS","fBodyAcc-mean-Z",-0.5395910825
"9215","train","15","WALKING_UPSTAIRS","fBodyAcc-mean-Z.1",-0.250961613735417
"9216","train","15","WALKING_UPSTAIRS","fBodyAcc-std-X",-0.00838243761666667
"9217","train","15","WALKING_UPSTAIRS","fBodyAcc-std-Y",-0.0191328333041667
"9218","train","15","WALKING_UPSTAIRS","fBodyAcc-std-Z",-0.349600353270833
"9219","train","15","WALKING_UPSTAIRS","fBodyAccJerk-mean-X",-0.2370530733125
"9220","train","15","WALKING_UPSTAIRS","fBodyAccJerk-mean-X.1",-0.439499582708333
"9221","train","15","WALKING_UPSTAIRS","fBodyAccJerk-mean-Y",-0.338102216666667
"9222","train","15","WALKING_UPSTAIRS","fBodyAccJerk-mean-Y.1",-0.468496864166667
"9223","train","15","WALKING_UPSTAIRS","fBodyAccJerk-mean-Z",-0.714554172708333
"9224","train","15","WALKING_UPSTAIRS","fBodyAccJerk-mean-Z.1",-0.313514801541667
"9225","train","15","WALKING_UPSTAIRS","fBodyAccJerk-std-X",-0.207231605488542
"9226","train","15","WALKING_UPSTAIRS","fBodyAccJerk-std-Y",-0.330391429583333
"9227","train","15","WALKING_UPSTAIRS","fBodyAccJerk-std-Z",-0.783004506458333
"9228","train","15","WALKING_UPSTAIRS","fBodyAccJerkMag-mean",-0.261956679958333
"9229","train","15","WALKING_UPSTAIRS","fBodyAccJerkMag-mean.1",0.10096009774375
"9230","train","15","WALKING_UPSTAIRS","fBodyAccJerkMag-std",-0.391313399375
"9231","train","15","WALKING_UPSTAIRS","fBodyAccMag-mean",-0.165242147958333
"9232","train","15","WALKING_UPSTAIRS","fBodyAccMag-mean.1",-0.0383017813479167
"9233","train","15","WALKING_UPSTAIRS","fBodyAccMag-std",-0.255659340833333
"9234","train","15","WALKING_UPSTAIRS","fBodyGyro-mean-X",-0.361096856875
"9235","train","15","WALKING_UPSTAIRS","fBodyGyro-mean-X.1",-0.284366648060417
"9236","train","15","WALKING_UPSTAIRS","fBodyGyro-mean-Y",-0.517025245833333
"9237","train","15","WALKING_UPSTAIRS","fBodyGyro-mean-Y.1",-0.4652097360625
"9238","train","15","WALKING_UPSTAIRS","fBodyGyro-mean-Z",-0.485701745833333
"9239","train","15","WALKING_UPSTAIRS","fBodyGyro-mean-Z.1",-0.219122886220833
"9240","train","15","WALKING_UPSTAIRS","fBodyGyro-std-X",-0.4372253275
"9241","train","15","WALKING_UPSTAIRS","fBodyGyro-std-Y",-0.243612269004167
"9242","train","15","WALKING_UPSTAIRS","fBodyGyro-std-Z",-0.523744300833333
"9243","train","15","WALKING_UPSTAIRS","fBodyGyroJerkMag-mean",-0.731422357916667
"9244","train","15","WALKING_UPSTAIRS","fBodyGyroJerkMag-mean.1",0.144010749210625
"9245","train","15","WALKING_UPSTAIRS","fBodyGyroJerkMag-std",-0.793104483333333
"9246","train","15","WALKING_UPSTAIRS","fBodyGyroMag-mean",-0.45369356625
"9247","train","15","WALKING_UPSTAIRS","fBodyGyroMag-mean.1",-0.291977707054167
"9248","train","15","WALKING_UPSTAIRS","fBodyGyroMag-std",-0.308585869854167
"9249","train","15","WALKING_UPSTAIRS","tBodyAcc-mean-X",0.270187595833333
"9250","train","15","WALKING_UPSTAIRS","tBodyAcc-mean-Y",-0.0287523860708333
"9251","train","15","WALKING_UPSTAIRS","tBodyAcc-mean-Z",-0.116952464895833
"9252","train","15","WALKING_UPSTAIRS","tBodyAcc-std-X",-0.0260971840270833
"9253","train","15","WALKING_UPSTAIRS","tBodyAcc-std-Y",-0.00406536043541667
"9254","train","15","WALKING_UPSTAIRS","tBodyAcc-std-Z",-0.379717488104167
"9255","train","15","WALKING_UPSTAIRS","tBodyAccJerk-mean-X",0.07297243298125
"9256","train","15","WALKING_UPSTAIRS","tBodyAccJerk-mean-Y",-0.00417361847916667
"9257","train","15","WALKING_UPSTAIRS","tBodyAccJerk-mean-Z",-0.00525879898958333
"9258","train","15","WALKING_UPSTAIRS","tBodyAccJerk-std-X",-0.186944664541667
"9259","train","15","WALKING_UPSTAIRS","tBodyAccJerk-std-Y",-0.311861356875
"9260","train","15","WALKING_UPSTAIRS","tBodyAccJerk-std-Z",-0.748809454166667
"9261","train","15","WALKING_UPSTAIRS","tBodyAccJerkMag-mean",-0.316050382083333
"9262","train","15","WALKING_UPSTAIRS","tBodyAccJerkMag-std",-0.313363553125
"9263","train","15","WALKING_UPSTAIRS","tBodyAccMag-mean",-0.000971394711666667
"9264","train","15","WALKING_UPSTAIRS","tBodyAccMag-std",-0.136552217494583
"9265","train","15","WALKING_UPSTAIRS","tBodyGyro-mean-X",0.0903340029875
"9266","train","15","WALKING_UPSTAIRS","tBodyGyro-mean-Y",-0.154721289270833
"9267","train","15","WALKING_UPSTAIRS","tBodyGyro-mean-Z",0.0911681484547917
"9268","train","15","WALKING_UPSTAIRS","tBodyGyro-std-X",-0.415251317916667
"9269","train","15","WALKING_UPSTAIRS","tBodyGyro-std-Y",-0.3302332351
"9270","train","15","WALKING_UPSTAIRS","tBodyGyro-std-Z",-0.477365945208333
"9271","train","15","WALKING_UPSTAIRS","tBodyGyroJerk-mean-X",-0.144485986527083
"9272","train","15","WALKING_UPSTAIRS","tBodyGyroJerk-mean-Y",-0.0365419164020833
"9273","train","15","WALKING_UPSTAIRS","tBodyGyroJerk-mean-Z",-0.0767242496041667
"9274","train","15","WALKING_UPSTAIRS","tBodyGyroJerk-std-X",-0.525533949791667
"9275","train","15","WALKING_UPSTAIRS","tBodyGyroJerk-std-Y",-0.763053512083333
"9276","train","15","WALKING_UPSTAIRS","tBodyGyroJerk-std-Z",-0.657907649166667
"9277","train","15","WALKING_UPSTAIRS","tBodyGyroJerkMag-mean",-0.663637117708333
"9278","train","15","WALKING_UPSTAIRS","tBodyGyroJerkMag-std",-0.748954848541667
"9279","train","15","WALKING_UPSTAIRS","tBodyGyroMag-mean",-0.201217274
"9280","train","15","WALKING_UPSTAIRS","tBodyGyroMag-std",-0.288429008639583
"9281","train","15","WALKING_UPSTAIRS","tGravityAcc-mean-X",0.918544812291667
"9282","train","15","WALKING_UPSTAIRS","tGravityAcc-mean-Y",-0.3149610125
"9283","train","15","WALKING_UPSTAIRS","tGravityAcc-mean-Z",0.0811803405
"9284","train","15","WALKING_UPSTAIRS","tGravityAcc-std-X",-0.952562395625
"9285","train","15","WALKING_UPSTAIRS","tGravityAcc-std-Y",-0.927648821458333
"9286","train","15","WALKING_UPSTAIRS","tGravityAcc-std-Z",-0.92161847875
"9287","train","15","WALKING_UPSTAIRS","tGravityAccMag-mean",-0.000971394711666667
"9288","train","15","WALKING_UPSTAIRS","tGravityAccMag-std",-0.136552217494583
"9289","train","16","LAYING","a(tBodyAccJerkMean),gravityMean)",0.0259656101685714
"9290","train","16","LAYING","a(tBodyAccMean,gravity)",0.0539272789731429
"9291","train","16","LAYING","a(tBodyGyroJerkMean,gravityMean)",0.0564784675285714
"9292","train","16","LAYING","a(tBodyGyroMean,gravityMean)",0.00521399480614286
"9293","train","16","LAYING","a(X,gravityMean)",0.398207971714286
"9294","train","16","LAYING","a(Y,gravityMean)",0.0982209111428571
"9295","train","16","LAYING","a(Z,gravityMean)",-0.756497965428571
"9296","train","16","LAYING","fBodyAcc-mean-X",-0.980213187428571
"9297","train","16","LAYING","fBodyAcc-mean-X.1",-0.34641362517
"9298","train","16","LAYING","fBodyAcc-mean-Y",-0.963635575142857
"9299","train","16","LAYING","fBodyAcc-mean-Y.1",-0.1830181401
"9300","train","16","LAYING","fBodyAcc-mean-Z",-0.974580069142857
"9301","train","16","LAYING","fBodyAcc-mean-Z.1",0.130679193077143
"9302","train","16","LAYING","fBodyAcc-std-X",-0.971409075142857
"9303","train","16","LAYING","fBodyAcc-std-Y",-0.937083636714286
"9304","train","16","LAYING","fBodyAcc-std-Z",-0.962524372714286
"9305","train","16","LAYING","fBodyAccJerk-mean-X",-0.988580046285714
"9306","train","16","LAYING","fBodyAccJerk-mean-X.1",0.06559671734
"9307","train","16","LAYING","fBodyAccJerk-mean-Y",-0.984752927142857
"9308","train","16","LAYING","fBodyAccJerk-mean-Y.1",-0.0185799188572857
"9309","train","16","LAYING","fBodyAccJerk-mean-Z",-0.985544945285714
"9310","train","16","LAYING","fBodyAccJerk-mean-Z.1",0.0652078600842857
"9311","train","16","LAYING","fBodyAccJerk-std-X",-0.989287359142857
"9312","train","16","LAYING","fBodyAccJerk-std-Y",-0.986215013
"9313","train","16","LAYING","fBodyAccJerk-std-Z",-0.988348904571429
"9314","train","16","LAYING","fBodyAccJerkMag-mean",-0.987514525142857
"9315","train","16","LAYING","fBodyAccJerkMag-mean.1",0.353266127962857
"9316","train","16","LAYING","fBodyAccJerkMag-std",-0.98724716
"9317","train","16","LAYING","fBodyAccMag-mean",-0.968020521285714
"9318","train","16","LAYING","fBodyAccMag-mean.1",-0.121302340485714
"9319","train","16","LAYING","fBodyAccMag-std",-0.958111895857143
"9320","train","16","LAYING","fBodyGyro-mean-X",-0.975892407428571
"9321","train","16","LAYING","fBodyGyro-mean-X.1",-0.125551597817143
"9322","train","16","LAYING","fBodyGyro-mean-Y",-0.976092920571429
"9323","train","16","LAYING","fBodyGyro-mean-Y.1",-0.2155078006
"9324","train","16","LAYING","fBodyGyro-mean-Z",-0.985957788
"9325","train","16","LAYING","fBodyGyro-mean-Z.1",0.100235755224429
"9326","train","16","LAYING","fBodyGyro-std-X",-0.977509583571429
"9327","train","16","LAYING","fBodyGyro-std-Y",-0.968135251857143
"9328","train","16","LAYING","fBodyGyro-std-Z",-0.985730995857143
"9329","train","16","LAYING","fBodyGyroJerkMag-mean",-0.988695277714286
"9330","train","16","LAYING","fBodyGyroJerkMag-mean.1",0.090987582813
"9331","train","16","LAYING","fBodyGyroJerkMag-std",-0.988058401142857
"9332","train","16","LAYING","fBodyGyroMag-mean",-0.970249638857143
"9333","train","16","LAYING","fBodyGyroMag-mean.1",-0.124998552485714
"9334","train","16","LAYING","fBodyGyroMag-std",-0.958975084
"9335","train","16","LAYING","tBodyAcc-mean-X",0.274227162571429
"9336","train","16","LAYING","tBodyAcc-mean-Y",-0.0166103510562857
"9337","train","16","LAYING","tBodyAcc-mean-Z",-0.107310493242857
"9338","train","16","LAYING","tBodyAcc-std-X",-0.973691429428571
"9339","train","16","LAYING","tBodyAcc-std-Y",-0.943061150285714
"9340","train","16","LAYING","tBodyAcc-std-Z",-0.965490276285714
"9341","train","16","LAYING","tBodyAccJerk-mean-X",0.0783960268571429
"9342","train","16","LAYING","tBodyAccJerk-mean-Y",0.0132805054325714
"9343","train","16","LAYING","tBodyAccJerk-mean-Z",-0.00154105089764286
"9344","train","16","LAYING","tBodyAccJerk-std-X",-0.988416723857143
"9345","train","16","LAYING","tBodyAccJerk-std-Y",-0.984867286857143
"9346","train","16","LAYING","tBodyAccJerk-std-Z",-0.987644127
"9347","train","16","LAYING","tBodyAccJerkMag-mean",-0.988349656571429
"9348","train","16","LAYING","tBodyAccJerkMag-std",-0.987891003571429
"9349","train","16","LAYING","tBodyAccMag-mean",-0.961834634857143
"9350","train","16","LAYING","tBodyAccMag-std",-0.957895927714286
"9351","train","16","LAYING","tBodyGyro-mean-X",-0.0161545406857143
"9352","train","16","LAYING","tBodyGyro-mean-Y",-0.113675060885714
"9353","train","16","LAYING","tBodyGyro-mean-Z",0.0966210349428571
"9354","train","16","LAYING","tBodyGyro-std-X",-0.977010769857143
"9355","train","16","LAYING","tBodyGyro-std-Y",-0.970747514
"9356","train","16","LAYING","tBodyGyro-std-Z",-0.984781484857143
"9357","train","16","LAYING","tBodyGyroJerk-mean-X",-0.1022095722
"9358","train","16","LAYING","tBodyGyroJerk-mean-Y",-0.0347735325871429
"9359","train","16","LAYING","tBodyGyroJerk-mean-Z",-0.0576790435142857
"9360","train","16","LAYING","tBodyGyroJerk-std-X",-0.985835459428571
"9361","train","16","LAYING","tBodyGyroJerk-std-Y",-0.989046576
"9362","train","16","LAYING","tBodyGyroJerk-std-Z",-0.994465157714286
"9363","train","16","LAYING","tBodyGyroJerkMag-mean",-0.990839526285714
"9364","train","16","LAYING","tBodyGyroJerkMag-std",-0.988212425428571
"9365","train","16","LAYING","tBodyGyroMag-mean",-0.951777099571429
"9366","train","16","LAYING","tBodyGyroMag-std",-0.959020036285714
"9367","train","16","LAYING","tGravityAcc-mean-X",-0.206783742242857
"9368","train","16","LAYING","tGravityAcc-mean-Y",-0.0199270225714286
"9369","train","16","LAYING","tGravityAcc-mean-Z",0.893884468571429
"9370","train","16","LAYING","tGravityAcc-std-X",-0.963761977857143
"9371","train","16","LAYING","tGravityAcc-std-Y",-0.966087103857143
"9372","train","16","LAYING","tGravityAcc-std-Z",-0.967886002
"9373","train","16","LAYING","tGravityAccMag-mean",-0.961834634857143
"9374","train","16","LAYING","tGravityAccMag-std",-0.957895927714286
"9375","train","16","SITTING","a(tBodyAccJerkMean),gravityMean)",-0.000160159956521735
"9376","train","16","SITTING","a(tBodyAccMean,gravity)",0.0179629102608696
"9377","train","16","SITTING","a(tBodyGyroJerkMean,gravityMean)",-0.0231777141086957
"9378","train","16","SITTING","a(tBodyGyroMean,gravityMean)",0.00778734771304348
"9379","train","16","SITTING","a(X,gravityMean)",-0.79971926884058
"9380","train","16","SITTING","a(Y,gravityMean)",0.142999748768116
"9381","train","16","SITTING","a(Z,gravityMean)",-0.0411259984489855
"9382","train","16","SITTING","fBodyAcc-mean-X",-0.987043828985507
"9383","train","16","SITTING","fBodyAcc-mean-X.1",-0.00757859632753623
"9384","train","16","SITTING","fBodyAcc-mean-Y",-0.961456685507246
"9385","train","16","SITTING","fBodyAcc-mean-Y.1",0.149987934068116
"9386","train","16","SITTING","fBodyAcc-mean-Z",-0.959552230434783
"9387","train","16","SITTING","fBodyAcc-mean-Z.1",0.131560420550725
"9388","train","16","SITTING","fBodyAcc-std-X",-0.986892418405797
"9389","train","16","SITTING","fBodyAcc-std-Y",-0.949829260434783
"9390","train","16","SITTING","fBodyAcc-std-Z",-0.934652146521739
"9391","train","16","SITTING","fBodyAccJerk-mean-X",-0.990964251304348
"9392","train","16","SITTING","fBodyAccJerk-mean-X.1",0.203452532052174
"9393","train","16","SITTING","fBodyAccJerk-mean-Y",-0.981752167391304
"9394","train","16","SITTING","fBodyAccJerk-mean-Y.1",-0.027202812815942
"9395","train","16","SITTING","fBodyAccJerk-mean-Z",-0.981178036811594
"9396","train","16","SITTING","fBodyAccJerk-mean-Z.1",0.0110173707550725
"9397","train","16","SITTING","fBodyAccJerk-std-X",-0.991567867681159
"9398","train","16","SITTING","fBodyAccJerk-std-Y",-0.983230774492754
"9399","train","16","SITTING","fBodyAccJerk-std-Z",-0.984362469130435
"9400","train","16","SITTING","fBodyAccJerkMag-mean",-0.983968635942029
"9401","train","16","SITTING","fBodyAccJerkMag-mean.1",0.320055144681159
"9402","train","16","SITTING","fBodyAccJerkMag-std",-0.982190554782609
"9403","train","16","SITTING","fBodyAccMag-mean",-0.958335480724638
"9404","train","16","SITTING","fBodyAccMag-mean.1",0.240617264101449
"9405","train","16","SITTING","fBodyAccMag-std",-0.942588250115942
"9406","train","16","SITTING","fBodyGyro-mean-X",-0.978632856956522
"9407","train","16","SITTING","fBodyGyro-mean-X.1",0.138693078721014
"9408","train","16","SITTING","fBodyGyro-mean-Y",-0.96679600173913
"9409","train","16","SITTING","fBodyGyro-mean-Y.1",-0.174805735936232
"9410","train","16","SITTING","fBodyGyro-mean-Z",-0.960058264057971
"9411","train","16","SITTING","fBodyGyro-mean-Z.1",0.207112798289855
"9412","train","16","SITTING","fBodyGyro-std-X",-0.982057861449275
"9413","train","16","SITTING","fBodyGyro-std-Y",-0.954343752463768
"9414","train","16","SITTING","fBodyGyro-std-Z",-0.964270052318841
"9415","train","16","SITTING","fBodyGyroJerkMag-mean",-0.989363136376812
"9416","train","16","SITTING","fBodyGyroJerkMag-mean.1",0.232631765847826
"9417","train","16","SITTING","fBodyGyroJerkMag-std",-0.987506348985507
"9418","train","16","SITTING","fBodyGyroMag-mean",-0.954060994347826
"9419","train","16","SITTING","fBodyGyroMag-mean.1",0.000688060278260866
"9420","train","16","SITTING","fBodyGyroMag-std",-0.938863215072464
"9421","train","16","SITTING","tBodyAcc-mean-X",0.280768574492754
"9422","train","16","SITTING","tBodyAcc-mean-Y",-0.0102497939956522
"9423","train","16","SITTING","tBodyAcc-mean-Z",-0.0891404038405797
"9424","train","16","SITTING","tBodyAcc-std-X",-0.986825605362319
"9425","train","16","SITTING","tBodyAcc-std-Y",-0.951607872463768
"9426","train","16","SITTING","tBodyAcc-std-Z",-0.939672247101449
"9427","train","16","SITTING","tBodyAccJerk-mean-X",0.0734346720289855
"9428","train","16","SITTING","tBodyAccJerk-mean-Y",0.00985642890855072
"9429","train","16","SITTING","tBodyAccJerk-mean-Z",-0.0115030575052174
"9430","train","16","SITTING","tBodyAccJerk-std-X",-0.990861134782609
"9431","train","16","SITTING","tBodyAccJerk-std-Y",-0.981800970724638
"9432","train","16","SITTING","tBodyAccJerk-std-Z",-0.983487212898551
